,state,acclength,areacode,interplan,vmailplan,vmailmess,daycalls,daycharge,evecalls,evecharge,nightcalls,nightcharge,intlmins,intlcalls,intlcharge,custservcalls,churn
291,KS,127,415,no,no,0,100,37.57,113,13.66,96,10.49,6.8,4,1.84,2,no
292,OK,97,415,no,no,0,107,25.77,96,13.21,112,10.8,14.7,4,3.97,1,no
293,OR,149,415,yes,no,0,87,29.95,81,12.33,92,11.23,5.7,4,1.54,0,no
294,IN,117,415,yes,yes,22,82,33.32,82,27.43,120,10.15,3.7,5,1.0,1,no
295,KS,137,415,no,no,0,113,39.13,79,18.73,111,9.21,10.7,7,2.89,4,no
296,CT,99,415,no,no,0,64,24.94,99,23.29,98,14.46,8.9,1,2.4,3,no
297,NH,54,510,no,no,0,102,35.79,83,17.38,53,5.75,8.5,5,2.3,1,no
298,WI,85,415,no,no,0,95,17.34,139,22.97,105,6.67,10.7,3,2.89,1,no
299,MS,150,510,no,no,0,99,21.42,73,20.27,100,12.83,10.2,6,2.75,3,no
300,MA,35,415,no,no,0,129,17.95,129,21.95,77,9.59,8.7,3,2.35,0,no
301,PA,112,510,no,no,0,76,36.91,100,17.44,91,8.36,9.4,3,2.54,2,no
302,WI,16,510,no,no,0,78,39.03,108,17.48,91,7.48,10.8,2,2.92,0,yes
303,TN,98,415,no,yes,22,89,47.31,143,7.94,42,4.84,9.7,5,2.62,0,no
304,TX,84,408,no,no,0,102,23.56,93,16.92,137,9.18,7.8,4,2.11,0,no
305,OR,94,415,no,no,0,103,39.85,109,23.74,121,10.54,2.0,2,0.54,1,yes
306,DC,66,415,no,no,0,91,28.44,68,19.55,118,8.63,10.6,5,2.86,1,yes
307,GA,98,415,no,yes,31,105,20.57,98,18.61,110,10.2,12.0,1,3.24,1,no
308,ID,74,415,no,no,0,124,37.59,94,9.42,112,10.8,10.6,3,2.86,0,no
309,UT,96,408,no,yes,26,108,24.79,89,16.34,96,7.43,9.9,2,2.67,1,no
310,KY,119,510,no,no,0,122,37.88,107,13.87,112,7.23,11.2,6,3.02,1,no
311,WI,92,415,yes,no,0,91,44.93,115,13.68,73,8.94,9.3,5,2.51,0,no
312,IL,21,415,no,no,0,78,24.82,79,9.32,108,11.13,6.8,7,1.84,0,no
313,DE,122,510,no,no,0,134,26.71,122,15.72,59,8.87,8.5,5,2.3,4,yes
314,RI,133,510,yes,no,0,108,21.64,81,21.36,88,6.08,10.3,3,2.78,1,no
315,TX,145,415,no,no,0,110,31.94,117,16.75,108,7.52,4.8,4,1.3,2,no
316,OR,25,408,no,no,0,90,30.4,72,12.0,99,9.14,8.4,5,2.27,2,no
317,OR,76,415,no,no,0,77,28.82,87,10.54,92,9.87,10.0,3,2.7,0,no
318,DE,113,415,no,no,0,47,40.75,110,24.05,88,10.73,8.7,3,2.35,2,yes
319,AZ,117,408,no,no,0,84,40.78,106,14.86,93,9.43,9.8,2,2.65,0,no
320,SD,128,408,no,yes,34,73,24.19,79,16.56,81,10.77,16.0,6,4.32,1,no
321,NV,115,415,no,no,0,98,31.3,73,27.8,106,9.56,7.5,6,2.03,2,no
322,NM,141,415,no,yes,28,126,35.17,126,22.47,124,7.73,9.3,11,2.51,2,no
323,MN,51,510,no,no,0,114,44.18,94,14.98,112,3.47,15.3,1,4.13,1,no
324,IN,96,415,no,yes,45,124,42.3,77,11.93,102,11.86,10.3,2,2.78,3,no
325,DC,112,415,no,yes,16,110,37.67,123,11.07,108,9.0,11.3,3,3.05,1,no
326,ME,163,415,no,no,0,129,20.81,108,9.64,97,8.11,12.5,7,3.38,1,no
327,NH,67,415,no,yes,40,65,17.83,93,18.39,128,9.78,9.6,9,2.59,1,no
328,OR,49,510,no,no,0,69,20.3,92,23.23,153,9.65,12.4,7,3.35,2,no
329,KS,46,510,no,no,0,100,42.55,90,22.15,104,8.78,13.3,2,3.59,2,yes
330,NE,148,415,no,no,0,98,30.31,110,24.02,98,8.15,11.4,4,3.08,1,no
331,SC,78,415,no,no,0,106,26.35,101,14.9,125,7.0,11.8,5,3.19,2,no
332,PA,61,408,no,yes,31,101,49.08,102,17.32,49,9.14,8.6,3,2.32,0,no
333,MT,58,510,no,yes,29,80,40.87,91,10.11,108,7.39,11.2,3,3.02,1,no
334,OH,100,510,no,no,0,76,47.26,74,15.02,126,9.88,8.3,4,2.24,0,yes
335,WY,113,510,no,no,0,93,26.35,106,28.1,123,8.52,13.5,3,3.65,1,no
336,MI,81,415,no,no,0,99,26.1,102,16.8,86,8.93,6.3,2,1.7,2,no
337,AR,135,510,no,yes,27,141,46.48,99,13.09,112,11.06,12.3,6,3.32,1,no
338,FL,99,408,no,no,0,93,26.4,95,22.58,67,6.56,12.4,4,3.35,0,no
339,AR,59,510,no,yes,29,114,22.63,82,18.8,103,5.92,6.8,3,1.84,1,no
340,MO,135,510,no,no,0,129,41.96,121,15.96,109,6.95,12.6,5,3.4,1,no
341,WI,85,408,yes,no,0,107,28.12,126,16.66,110,15.71,9.6,7,2.59,2,no
342,TX,70,510,no,no,0,103,10.12,106,21.86,86,9.37,11.1,6,3.0,0,no
343,TX,88,510,no,no,0,116,23.51,138,20.06,110,8.06,9.6,4,2.59,3,no
344,NM,55,510,no,no,0,100,48.74,121,11.42,122,8.68,6.9,5,1.86,2,no
345,GA,75,415,no,no,0,114,19.94,61,17.09,82,4.86,12.2,3,3.29,1,no
346,ID,79,510,no,yes,21,79,44.93,118,17.24,92,7.8,6.3,3,1.7,4,no
347,AL,85,408,no,no,0,107,21.74,124,23.05,76,9.1,12.5,5,3.38,0,no
348,KS,86,408,no,yes,23,107,38.34,105,20.94,81,11.06,9.8,2,2.65,0,no
349,LA,149,415,no,yes,20,77,33.81,88,23.29,76,8.58,14.3,9,3.86,1,no
350,OH,97,408,no,no,0,125,43.59,100,23.28,101,10.02,11.1,1,3.0,1,yes
351,MA,88,415,no,no,0,124,45.02,112,20.86,115,7.22,14.8,2,4.0,1,yes
352,AZ,60,415,no,no,0,88,16.69,69,15.34,69,10.06,9.3,2,2.51,2,no
353,DC,11,415,no,yes,28,86,32.4,122,18.71,80,8.11,6.0,3,1.62,3,no
354,WA,109,415,no,no,0,120,31.28,119,10.23,86,6.92,11.0,3,2.97,0,no
355,RI,115,408,no,no,0,109,25.14,117,19.41,90,13.49,9.6,9,2.59,3,no
356,NV,91,408,no,no,0,75,22.73,87,16.6,89,12.62,5.9,2,1.59,0,no
357,ND,105,415,no,yes,23,85,32.9,90,18.72,111,12.26,8.5,5,2.3,0,no
358,NV,71,415,yes,no,0,113,30.29,94,14.26,111,8.19,13.6,3,3.67,3,yes
359,FL,132,510,no,yes,36,103,38.45,125,15.44,102,11.65,10.5,5,2.84,3,yes
360,MD,112,415,no,no,0,103,28.97,71,17.02,100,11.62,11.6,4,3.13,1,no
361,AL,41,510,no,yes,34,63,33.05,110,21.67,115,7.21,17.2,9,4.64,2,no
362,NE,44,415,no,no,0,146,40.85,83,13.99,106,10.83,10.6,2,2.86,1,no
363,NV,78,408,no,no,0,116,12.75,87,21.14,83,7.92,9.5,6,2.57,3,no
364,IL,149,408,no,no,0,117,11.75,100,11.59,53,8.18,6.3,3,1.7,1,no
365,WV,72,510,no,yes,33,59,16.42,98,26.81,117,7.35,6.2,4,1.67,4,yes
366,GA,141,510,no,yes,23,112,25.45,118,13.81,115,9.91,7.6,2,2.05,3,no
367,AZ,140,408,no,no,0,134,25.47,98,13.97,124,13.26,8.1,2,2.19,1,no
368,HI,166,408,no,no,0,108,30.84,54,21.57,94,5.05,11.6,6,3.13,1,no
369,NV,124,408,no,no,0,123,25.69,104,15.93,93,11.49,5.3,3,1.43,1,no
370,MD,74,415,no,no,0,116,26.47,63,14.76,97,11.58,8.1,4,2.19,0,no
371,GA,117,510,no,no,0,95,25.48,110,21.77,92,9.57,13.3,13,3.59,2,no
372,UT,36,415,no,yes,16,111,25.4,113,11.2,87,5.97,6.7,2,1.81,0,no
373,MA,102,510,yes,no,0,103,39.75,131,18.84,106,6.61,12.8,3,3.46,0,no
374,IN,76,415,no,no,0,100,34.71,139,24.87,105,10.99,10.5,2,2.84,0,no
375,VT,165,510,no,no,0,126,41.29,65,17.83,126,10.28,0.0,0,0.0,1,no
376,IA,130,415,no,no,0,119,25.57,99,19.59,76,8.38,12.3,4,3.32,1,no
377,IN,78,415,no,no,0,119,35.51,132,21.45,120,12.61,12.8,7,3.46,0,no
378,AL,55,415,yes,no,0,91,32.62,110,21.77,101,9.17,14.3,6,3.86,1,yes
379,ME,92,415,yes,no,0,113,22.22,122,22.15,98,10.99,9.4,2,2.54,2,yes
380,RI,129,415,no,yes,33,104,20.33,88,23.69,175,11.85,5.9,2,1.59,2,no
381,MD,18,408,no,no,0,93,46.51,116,9.74,120,11.28,8.2,4,2.21,1,no
382,FL,161,415,yes,no,0,114,26.54,63,15.33,115,8.08,11.1,9,3.0,2,no
383,CA,93,415,no,yes,36,134,30.38,102,15.18,82,5.71,8.0,4,2.16,2,no
384,AL,144,415,no,no,0,93,30.18,75,24.43,118,8.12,11.9,3,3.21,2,no
385,ME,75,408,yes,no,0,61,35.92,119,8.98,63,7.92,9.7,4,2.62,4,yes
386,SD,126,415,no,yes,23,102,19.43,103,16.18,111,10.82,12.6,7,3.4,3,no
387,FL,124,415,no,yes,28,104,42.74,89,19.13,121,11.34,7.5,5,2.03,1,no
388,MI,93,415,yes,no,0,61,36.87,120,17.63,110,9.98,17.5,5,4.73,1,yes
389,MI,109,415,yes,yes,26,138,36.92,111,12.37,76,12.63,9.3,3,2.51,0,no
390,NM,80,510,no,no,0,97,35.07,98,13.17,82,11.86,12.4,12,3.35,0,no
391,AK,41,415,no,no,0,66,27.08,75,10.7,76,11.79,11.1,5,3.0,1,no
392,OH,136,415,no,yes,31,88,24.33,65,20.11,120,10.25,11.4,5,3.08,2,no
393,MO,92,415,no,no,0,122,26.18,88,28.03,117,12.96,5.6,2,1.51,3,yes
394,KS,143,408,no,yes,24,69,31.72,116,18.87,138,10.57,11.6,5,3.13,1,no
395,MS,118,415,no,yes,26,114,29.04,125,16.96,98,7.64,9.6,5,2.59,5,yes
396,VT,193,408,no,yes,17,102,21.08,81,17.25,129,9.23,12.3,3,3.32,1,no
397,NE,73,415,no,no,0,94,33.71,101,23.74,87,6.58,14.8,8,4.0,3,no
398,VA,62,408,no,no,0,101,29.38,97,17.41,90,10.84,9.1,8,2.46,2,no
399,DE,30,415,no,yes,30,74,36.96,86,18.17,104,10.22,6.6,3,1.78,0,no
400,AL,60,408,yes,yes,29,113,45.2,94,18.34,82,4.86,14.0,12,3.78,0,yes
401,ID,148,510,no,yes,14,137,15.91,72,16.47,84,6.52,17.5,5,4.73,1,no
402,MS,96,510,no,no,0,100,16.69,88,26.11,120,8.21,7.6,1,2.05,2,no
403,OK,52,408,no,no,0,68,36.5,138,13.48,114,5.55,9.4,4,2.54,2,no
404,NM,87,415,no,no,0,92,28.59,100,19.1,99,7.63,12.9,3,3.48,1,no
405,WI,41,408,no,no,0,97,34.49,104,13.07,92,5.11,9.0,3,2.43,3,no
406,WV,112,415,no,no,0,108,44.44,102,13.13,90,5.89,11.6,2,3.13,1,no
407,SC,88,510,no,no,0,86,12.46,82,13.72,76,10.78,8.2,3,2.21,4,yes
408,KY,122,408,no,yes,27,84,43.13,109,19.48,123,8.57,9.2,5,2.48,7,no
409,IL,87,510,no,no,0,105,39.32,108,14.59,136,3.05,13.0,6,3.51,1,no
410,OK,176,408,no,no,0,125,8.06,90,14.26,107,7.34,10.5,8,2.84,2,no
411,NJ,95,415,no,yes,22,126,6.95,90,11.34,91,11.89,11.9,7,3.21,0,no
412,ID,46,415,no,no,0,133,21.22,143,13.37,72,8.97,8.6,4,2.32,2,no
413,NY,47,415,no,yes,37,77,27.8,102,17.26,87,10.44,7.8,4,2.11,2,no
414,AL,77,415,no,no,0,112,27.71,89,18.62,66,10.5,6.7,3,1.81,2,no
415,OR,98,415,no,yes,38,61,36.33,104,21.51,73,9.35,10.7,5,2.89,2,no
416,LA,67,510,no,no,0,97,52.77,123,5.65,99,11.09,9.2,10,2.48,4,no
417,NE,194,408,no,no,0,101,8.23,138,23.89,87,9.83,18.2,1,4.91,1,no
418,TX,128,415,no,yes,40,88,29.1,109,12.38,93,8.86,14.0,6,3.78,1,no
419,OR,165,415,no,no,0,126,36.82,104,16.22,123,10.11,12.4,8,3.35,0,no
420,NY,59,408,no,no,0,113,18.33,125,18.41,92,9.79,9.9,3,2.67,2,no
421,AL,47,408,no,yes,28,94,24.02,108,14.28,84,5.11,7.8,2,2.11,1,no
422,RI,150,415,no,yes,29,77,35.68,52,13.43,113,6.39,6.6,1,1.78,0,no
423,MN,152,415,yes,yes,20,120,40.38,94,21.54,80,11.93,14.2,3,3.83,9,yes
424,NC,26,415,no,no,0,109,39.87,129,18.4,94,8.62,3.5,6,0.95,3,no
425,MD,79,510,no,yes,31,90,17.53,135,20.66,92,3.44,12.2,8,3.29,3,no
426,RI,95,510,no,yes,27,106,22.02,90,21.16,115,12.06,11.9,3,3.21,1,no
427,WI,69,510,yes,no,0,90,47.57,91,21.14,118,7.69,8.4,10,2.27,2,yes
428,CT,31,415,no,yes,31,54,17.02,97,20.94,131,11.48,5.9,3,1.59,0,no
429,OK,121,408,no,yes,31,63,40.31,117,17.48,85,8.85,10.1,5,2.73,4,no
430,AK,111,415,no,no,0,58,29.38,108,15.56,104,7.15,7.9,3,2.13,4,yes
431,NY,157,415,no,no,0,111,38.17,99,17.06,118,5.25,11.5,2,3.11,2,no
432,NM,65,415,no,no,0,80,25.28,94,22.02,107,6.73,12.7,6,3.43,2,no
433,NE,74,415,no,yes,25,84,33.08,103,10.19,75,7.9,13.1,2,3.54,2,no
434,NJ,123,408,no,no,0,77,27.12,92,25.82,120,10.21,12.0,4,3.24,0,no
435,TX,58,408,no,yes,20,110,33.07,89,18.16,92,10.65,9.5,2,2.57,1,no
436,MT,74,408,no,no,0,96,29.6,94,21.34,123,11.59,8.3,5,2.24,2,yes
437,CO,125,415,no,no,0,97,22.41,100,11.62,119,13.87,7.7,6,2.08,2,no
438,WY,99,408,no,yes,28,88,34.12,116,22.46,102,7.77,9.1,5,2.46,1,no
439,CT,66,415,no,yes,29,104,39.0,84,21.88,119,10.42,8.0,1,2.16,2,no
440,ME,97,510,no,no,0,76,35.87,100,16.07,102,5.54,4.7,4,1.27,3,no
441,AZ,75,510,no,yes,37,97,20.66,110,23.07,97,11.19,11.3,5,3.05,2,no
442,MD,85,510,yes,no,0,73,36.72,117,16.0,98,6.62,3.6,7,0.97,2,no
443,IN,108,510,no,no,0,88,49.81,101,13.65,87,6.48,10.0,6,2.7,2,no
444,NC,133,408,yes,yes,32,137,37.59,99,22.52,108,7.6,15.4,4,4.16,2,yes
445,DE,51,510,no,no,0,108,30.86,87,16.74,119,8.42,10.3,2,2.78,1,no
446,WI,44,415,yes,no,0,92,10.59,82,23.38,108,6.24,10.8,3,2.92,1,no
447,FL,64,408,no,yes,31,88,38.86,109,21.12,124,7.52,9.0,1,2.43,3,no
448,WV,44,510,no,no,0,121,38.78,79,23.5,77,12.59,9.9,5,2.67,2,yes
449,SD,114,415,no,yes,36,90,52.68,89,17.03,105,8.26,14.2,2,3.83,1,no
450,FL,92,415,no,no,0,74,34.32,119,19.28,80,9.79,13.7,6,3.7,3,no
451,CO,90,408,no,yes,30,76,31.25,95,19.52,124,6.48,7.7,3,2.08,1,no
452,CT,72,408,no,yes,21,108,31.74,86,28.48,119,8.42,16.5,4,4.46,1,no
453,IN,113,415,no,no,0,151,35.6,113,29.52,116,11.07,7.4,2,2.0,1,yes
454,PA,171,415,no,yes,25,77,37.94,118,15.57,90,6.79,10.2,3,2.75,3,no
455,NM,104,415,no,no,0,109,27.91,90,13.21,117,7.6,10.7,8,2.89,1,no
456,AR,110,408,no,no,0,102,9.4,124,14.0,108,9.03,10.2,5,2.75,1,no
457,TX,90,408,yes,no,0,97,37.71,134,17.32,154,9.71,8.4,4,2.27,1,no
458,NH,114,415,no,no,0,85,28.83,86,5.01,124,8.07,7.4,8,2.0,1,no
459,OK,101,408,no,no,0,118,15.25,79,22.11,93,7.65,13.5,11,3.65,5,yes
460,WI,117,408,no,yes,14,81,13.63,103,18.62,102,5.52,8.6,2,2.32,1,no
461,AL,109,408,no,no,0,105,37.21,87,25.49,110,7.14,11.3,4,3.05,2,no
462,OK,92,510,no,no,0,85,29.97,125,7.94,107,9.32,9.6,1,2.59,2,no
463,ME,82,510,no,yes,29,111,35.22,137,21.6,92,7.62,9.5,5,2.57,2,no
464,HI,87,408,no,yes,28,95,25.74,97,12.95,109,11.25,0.0,0,0.0,1,no
465,MN,124,510,no,no,0,70,26.78,79,11.11,98,8.7,9.6,4,2.59,3,no
466,AZ,84,415,no,no,0,80,27.03,128,14.27,101,7.54,12.3,5,3.32,1,no
467,OH,75,510,no,yes,46,62,36.4,111,17.08,126,11.11,9.2,6,2.48,0,no
468,MI,102,510,no,no,0,89,17.44,77,20.91,140,7.67,9.1,4,2.46,2,no
469,MI,53,415,no,no,0,95,9.78,131,22.57,128,10.99,11.6,6,3.13,3,no
470,NM,30,415,no,no,0,144,28.88,118,19.14,93,7.64,11.4,7,3.08,1,no
471,MO,112,415,no,no,0,77,57.04,109,18.06,132,11.93,12.7,8,3.43,2,yes
472,RI,129,415,no,no,0,119,23.72,105,24.59,97,5.82,13.1,8,3.54,0,no
473,NC,63,415,no,yes,29,107,24.19,56,10.09,91,10.8,6.6,8,1.78,1,no
474,WY,28,415,no,no,0,94,31.93,86,21.13,124,9.4,10.6,5,2.86,0,no
475,KY,90,415,no,no,0,83,32.93,79,13.11,60,13.46,12.7,3,3.43,1,no
476,OR,151,510,no,no,0,108,26.59,118,19.84,141,8.81,7.7,6,2.08,4,no
477,FL,79,510,no,no,0,119,22.13,121,24.73,140,8.77,14.0,6,3.78,3,no
478,KS,110,415,yes,no,0,79,49.86,90,16.02,91,12.01,14.5,4,3.92,0,yes
479,KS,163,415,no,no,0,89,32.52,87,16.48,121,12.08,12.8,4,3.46,1,no
480,DC,126,510,no,no,0,88,20.81,111,12.22,106,7.07,11.5,3,3.11,1,no
481,ME,105,408,no,yes,33,68,35.63,140,12.49,131,5.44,10.6,3,2.86,2,no
482,DC,126,415,no,no,0,110,27.44,125,18.75,78,11.21,5.1,2,1.38,0,no
483,TX,97,510,no,no,0,91,24.51,137,19.27,72,6.51,13.8,4,3.73,3,no
484,NJ,95,408,yes,yes,37,109,37.43,99,15.75,82,9.23,4.1,2,1.11,0,yes
485,DE,87,510,no,no,0,105,43.55,102,13.66,80,11.22,7.4,2,2.0,4,no
486,VT,97,415,no,no,0,119,19.16,109,18.5,76,6.84,6.5,5,1.76,1,no
487,GA,76,415,no,no,0,125,50.92,92,19.27,134,9.48,13.7,4,3.7,0,yes
488,MT,169,415,no,no,0,112,17.14,69,19.55,95,8.71,9.5,2,2.57,0,no
489,ND,68,408,no,yes,22,97,14.03,94,24.64,114,8.1,4.8,4,1.3,3,no
490,MO,36,408,no,no,0,129,30.24,87,19.09,102,13.78,10.8,6,2.92,2,no
491,CO,120,510,no,yes,27,84,26.1,73,16.49,94,11.54,10.2,7,2.75,5,no
492,KS,121,408,no,no,0,105,25.62,133,16.77,116,7.61,9.2,15,2.48,1,no
493,NC,64,408,no,yes,19,106,30.62,92,10.84,118,10.68,7.5,3,2.03,0,no
494,MT,13,415,no,yes,31,94,45.1,95,12.55,117,11.67,12.9,1,3.48,1,no
495,ND,88,415,no,no,0,92,27.46,108,14.75,95,9.28,7.9,4,2.13,2,no
496,VA,74,408,no,no,0,120,28.1,106,16.87,102,9.38,9.8,3,2.65,1,no
497,IL,83,415,no,no,0,92,33.15,83,17.89,92,8.13,11.0,13,2.97,0,no
498,OK,49,415,no,no,0,79,36.35,93,22.53,128,10.79,15.6,7,4.21,0,no
499,MT,50,415,no,yes,22,112,42.99,99,15.12,146,7.13,8.5,4,2.3,3,no
500,WI,131,415,no,yes,39,122,11.75,136,8.61,94,4.72,9.1,4,2.46,0,no
501,MO,79,408,no,no,0,97,44.49,48,17.9,83,11.55,6.0,3,1.62,3,yes
502,NY,140,415,no,no,0,81,40.04,130,21.86,111,4.64,11.5,4,3.11,2,no
503,CT,105,408,no,no,0,100,36.28,52,17.42,93,8.09,9.5,6,2.57,1,no
504,WY,87,415,no,yes,22,65,44.85,115,8.79,109,9.36,8.5,3,2.3,3,no
505,CA,96,510,no,yes,31,126,31.18,106,16.62,93,8.1,10.5,5,2.84,1,no
506,CA,79,510,no,no,0,85,26.79,92,16.5,86,10.42,9.4,10,2.54,5,yes
507,AK,130,415,no,no,0,101,41.23,114,8.74,89,6.41,9.3,2,2.51,2,no
508,VA,34,415,no,no,0,102,25.67,101,11.17,86,8.4,9.9,7,2.67,0,no
509,CO,139,415,no,no,0,103,23.48,100,13.98,63,6.07,8.3,2,2.24,1,no
510,MT,109,408,no,no,0,69,45.0,120,25.93,86,8.88,9.5,9,2.57,1,yes
511,SD,65,408,no,yes,31,70,47.99,89,12.92,93,10.15,12.0,4,3.24,1,no
512,NE,63,415,no,no,0,80,35.9,93,20.2,58,11.66,12.3,2,3.32,0,no
513,VT,152,415,no,no,0,126,33.51,76,11.06,100,3.51,7.4,4,2.0,3,no
514,ND,147,408,no,no,0,95,34.9,128,14.17,84,10.83,7.8,4,2.11,1,no
515,GA,112,415,no,yes,22,110,30.91,123,19.39,141,11.82,9.2,4,2.48,2,no
516,OR,120,415,no,no,0,120,42.84,106,12.77,96,6.83,9.6,1,2.59,2,no
517,MT,27,510,no,no,0,102,32.95,104,10.11,124,6.12,9.2,3,2.48,0,no
518,WY,171,415,no,no,0,135,39.3,74,16.04,124,9.31,12.3,1,3.32,1,no
519,GA,101,415,no,yes,33,108,34.02,122,16.06,90,9.23,15.5,4,4.19,0,no
520,WV,32,408,no,yes,26,109,45.34,107,19.75,98,9.58,16.3,4,4.4,1,no
521,CT,3,415,no,yes,36,117,20.08,125,18.83,89,4.68,11.9,6,3.21,2,no
522,IL,151,408,no,no,0,106,29.8,87,12.27,88,7.21,11.8,5,3.19,0,no
523,CO,60,408,no,no,0,99,21.27,62,21.15,79,9.51,11.2,3,3.02,3,no
524,DE,119,415,no,no,0,90,30.06,81,19.1,77,9.21,7.5,15,2.03,1,no
525,LA,43,415,no,no,0,101,41.12,121,11.0,104,11.92,5.9,3,1.59,1,no
526,MA,42,408,no,no,0,134,41.0,114,9.9,91,6.85,10.6,4,2.86,0,no
527,IN,84,408,no,no,0,99,36.91,68,20.06,120,5.32,9.4,4,2.54,1,no
528,TX,75,415,yes,no,0,78,37.81,111,27.8,104,9.36,8.7,9,2.35,1,yes
529,KS,116,510,no,no,0,90,32.22,118,16.13,83,9.26,13.1,2,3.54,1,no
530,WV,107,415,no,no,0,100,20.93,82,13.46,82,11.52,9.3,5,2.51,0,no
531,NE,189,415,no,yes,38,98,43.64,120,12.79,87,5.54,11.4,3,3.08,3,no
532,AK,110,408,no,no,0,90,17.02,93,19.83,57,9.2,11.1,8,3.0,3,no
533,CO,63,415,no,yes,32,113,5.25,113,15.9,101,10.39,8.6,7,2.32,1,no
534,ME,176,415,no,no,0,76,37.94,131,18.22,80,6.95,10.1,2,2.73,3,no
535,SC,108,510,no,no,0,101,31.86,126,16.99,107,9.72,12.6,8,3.4,1,no
536,MN,13,510,no,yes,21,105,53.65,71,17.76,123,11.7,12.1,3,3.27,3,no
537,MS,137,510,no,no,0,119,25.02,91,16.39,105,7.77,10.2,4,2.75,1,no
538,NE,82,408,no,no,0,36,31.59,134,23.5,104,8.64,5.7,7,1.54,4,no
539,NJ,92,510,no,yes,29,110,26.42,104,16.02,118,11.47,8.0,4,2.16,3,no
540,WI,165,510,no,no,0,91,26.21,108,22.83,99,8.5,10.9,4,2.94,6,no
541,MT,96,415,no,no,0,98,16.59,118,8.97,105,9.91,11.6,9,3.13,1,no
542,AR,156,415,no,no,0,94,30.4,97,15.16,77,7.61,7.5,3,2.03,1,no
543,NH,37,415,no,no,0,89,35.02,88,15.81,86,13.82,8.4,11,2.27,0,no
544,IA,98,415,no,no,0,86,36.86,114,16.22,79,8.44,11.0,9,2.97,0,no
545,WV,121,415,no,no,0,110,17.56,82,10.97,113,7.52,10.7,3,2.89,0,no
546,RI,94,415,no,no,0,95,23.7,92,13.52,129,5.77,7.7,3,2.08,0,no
547,MT,163,510,no,yes,23,104,27.2,64,16.1,118,10.35,10.4,7,2.81,1,no
548,MO,161,510,no,no,0,95,37.69,82,16.41,113,8.73,6.5,4,1.76,3,no
549,HI,99,415,no,no,0,81,10.69,64,19.64,121,7.6,8.5,5,2.3,1,no
550,CO,108,415,no,no,0,78,36.65,119,16.6,65,8.75,3.6,5,0.97,1,no
551,CT,84,510,no,yes,42,97,28.1,118,19.0,72,11.74,7.6,7,2.05,3,no
552,DC,139,510,no,no,0,81,34.54,99,12.96,76,8.9,9.7,3,2.62,2,no
553,TN,69,510,no,no,0,70,33.2,108,18.42,119,11.7,12.5,4,3.38,3,no
554,WY,129,510,no,no,0,114,24.43,98,25.31,86,9.57,11.4,8,3.08,4,no
555,MO,106,415,no,no,0,104,19.45,101,6.66,78,10.47,0.0,0,0.0,2,no
556,VA,158,415,no,no,0,101,37.88,128,17.26,106,9.48,6.9,2,1.86,2,no
557,WV,115,510,yes,no,0,95,42.48,104,20.61,121,6.83,15.3,6,4.13,1,yes
558,GA,57,408,yes,yes,30,130,39.87,116,16.59,94,12.1,11.4,4,3.08,2,no
559,AZ,67,415,no,no,0,116,35.82,86,18.63,83,8.09,7.2,6,1.94,1,no
560,AK,78,510,no,no,0,88,32.35,89,16.53,109,11.54,11.7,5,3.16,2,no
561,CT,100,415,no,yes,38,88,30.11,108,13.91,72,10.92,7.4,2,2.0,0,no
562,UT,103,510,no,yes,36,92,14.82,110,14.39,80,7.5,10.9,5,2.94,6,yes
563,KY,113,415,no,no,0,96,36.65,127,16.44,115,4.74,13.5,3,3.65,1,no
564,MI,78,510,no,no,0,109,23.36,49,20.2,136,9.3,14.0,11,3.78,3,no
565,OR,129,510,no,yes,36,103,32.78,83,15.05,118,9.74,16.4,5,4.43,1,no
566,TN,57,510,no,no,0,100,25.38,110,17.02,101,10.43,11.9,3,3.21,2,no
567,WV,82,408,no,no,0,116,24.43,99,14.51,95,12.95,7.8,5,2.11,1,no
568,NJ,64,415,no,no,0,111,38.22,101,16.15,110,9.96,9.2,2,2.48,1,no
569,MS,86,510,no,yes,39,122,44.4,101,18.21,101,6.97,12.7,5,3.43,2,no
570,ME,151,415,no,yes,26,98,33.41,111,14.94,124,9.98,13.4,5,3.62,0,no
571,WY,94,510,no,no,0,105,46.1,105,17.22,51,9.97,11.5,3,3.11,3,yes
572,WY,90,415,no,no,0,121,35.22,104,24.86,103,10.18,8.0,1,2.16,2,no
573,IN,48,510,no,no,0,94,51.07,103,11.32,94,8.88,7.2,5,1.94,2,no
574,NJ,93,415,yes,yes,20,110,31.88,94,14.43,127,7.89,12.1,4,3.27,1,no
575,DC,169,415,yes,no,0,98,9.71,78,16.97,103,12.36,6.5,6,1.76,3,no
576,UT,68,415,no,no,0,86,27.56,86,13.18,87,8.54,11.0,9,2.97,5,yes
577,KY,91,415,yes,no,0,89,24.65,102,14.94,151,10.07,16.7,3,4.51,2,yes
578,KS,68,510,no,no,0,123,27.12,93,20.47,76,9.46,11.4,3,3.08,1,no
579,MI,101,510,no,no,0,72,32.42,103,17.73,111,9.17,8.8,8,2.38,1,no
580,UT,67,510,no,yes,20,40,39.2,58,16.07,115,7.3,9.4,2,2.54,1,no
581,FL,116,415,no,yes,17,112,32.88,131,20.45,98,11.16,11.4,3,3.08,5,no
582,LA,158,408,no,no,0,126,34.34,86,13.9,84,8.79,10.4,6,2.81,1,no
